"Id_Rssd","Event Date","Historical Event"
1048764,"2010-01-29","CENTER BANCORP, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1048764,"2014-07-01","CENTER BANCORP, INC. was renamed to CONNECTONE BANCORP, INC. and moved to 301 SYLVAN AVENUE ENGLEWOOD CLIFFS, NJ."
1048773,"1983-05-02","VALLEY NATIONAL BANCORP located at 935 ALLWOOD ROAD, CLIFTON, NJ was established as a Bank Holding Company."
1048773,"1988-10-01","VALLEY NATIONAL BANCORP moved to 505 ALLWOOD ROAD CLIFTON, NJ."
1048773,"1990-10-06","VALLEY NATIONAL BANCORP moved to 1455 VALLEY ROAD WAYNE, NJ."
1048812,"1983-09-01","ARROW BANK CORP. located at 250 GLEN STREET, GLENS FALLS, NY was established as a Bank Holding Company."
1048812,"1990-07-02","ARROW BANK CORP. was renamed to ARROW FINANCIAL CORPORATION."
1048849,"1984-01-03","CITY NATIONAL BANCSHARES CORPORATION located at 900 BROAD STREET, NEWARK, NJ was established as a Bank Holding Company."
1048858,"1984-03-16","TSB SERVICES, INC. located at 1 MAIN STREET, SPENCER, NY was established as a Bank Holding Company."
1048867,"1984-02-03","COMMUNITY BANK SYSTEM, INC. located at 6464 RIDINGS ROAD, SYRACUSE, NY was established as a Bank Holding Company."
1048867,"1986-06-06","COMMUNITY BANK SYSTEM, INC. moved to 5790 WIDEWATERS PARKWAY DEWITT, NY."
1048867,"2015-09-30","COMMUNITY BANK SYSTEM, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1048894,"1984-04-30","FIRST OF LONG ISLAND CORPORATION, THE located at 10 GLEN HEAD ROAD, GLEN HEAD, NY was established as a Bank Holding Company."
1049341,"1967-06-09","COMMERCE BANCSHARES, INC. located at 1000 WALNUT, KANSAS CITY, MO was established as a Bank Holding Company."
1049828,"1969-12-19","UNITED MISSOURI BANCSHARES, INC. located at KANSAS CITY, MO was established as a Bank Holding Company."
1049828,"1994-04-21","UNITED MISSOURI BANCSHARES, INC. was renamed to UMB FINANCIAL CORPORATION."
1049828,"2001-04-06","UMB FINANCIAL CORPORATION moved to 1010 GRAND BOULEVARD KANSAS CITY, MO and changed from Bank Holding Company to Financial Holding Company - Domestic."
1050075,"1972-07-12","KANSAS BANK CORPORATION located at LIBERAL, KS was established as a Bank Holding Company."
1050075,"1998-05-01","KANSAS BANK CORPORATION moved to 511 NORTH MAIN JOHNSON, KS."
1050075,"2013-01-02","KANSAS BANK CORPORATION moved to 1700 NORTH LINCOLN AVE LIBERAL, KS."
1050178,"1969-12-11","NOBLE INSURANCE AGENCY, INC. located at NOBLE, OK was established as a Bank Holding Company."
1050178,"1980-12-31","NOBLE INSURANCE AGENCY, INC. was renamed to NOBLE BANCSHARES, INC. and moved to 102 N MAIN NOBLE, OK."
1050226,"1972-11-17","CITIZENS INVESTMENT COMPANY located at 9001 N WASHINGTON STREET, THORNTON, CO was established as a Bank Holding Company."
1050495,"1973-02-20","CAMBRIDGE AGENCY, INC. located at CAMBRIDGE, NE was established as a Bank Holding Company."
1050495,"1984-12-31","CAMBRIDGE AGENCY, INC. was renamed to FIRSTRUST, INC.."
1050495,"1990-09-28","FIRSTRUST, INC. was renamed to CENTRAL BANCSHARES, INC. and moved to 623 PATTERSON CAMBRIDGE, NE."
1050646,"1973-07-18","FIRST YORK BAN CORP. located at YORK, NE was established as a Bank Holding Company."
1050646,"2000-04-28","FIRST YORK BAN CORP. changed from Bank Holding Company to Financial Holding Company - Domestic."
1050646,"2002-06-03","FIRST YORK BAN CORP. moved to 529 LINCOLN AVENUE YORK, NE."
1050646,"2008-12-31","FIRST YORK BAN CORP. moved to 529 SOUTH LINCOLN AVENUE YORK, NE."
1050712,"1973-09-07","VALLEY VIEW BANCSHARES, INC. located at OVERLAND PARK, KS was established as a Bank Holding Company."
1050712,"2000-06-09","VALLEY VIEW BANCSHARES, INC. moved to 7500 WEST 95TH STREET OVERLAND PARK, KS and changed from Bank Holding Company to Financial Holding Company - Domestic."
1050730,"1973-09-04","PRAGUE COMPANY located at 1626 S. 187TH CIRCLE, OMAHA, NE was established as a Bank Holding Company."
1050730,"2013-07-01","PRAGUE COMPANY moved to 75 GINGER WOODS TERRACE VALLEY, NE."
1050776,"1973-09-24","FIRST NEWTON BANKSHARES, INC. located at 600 SOUTH KANSAS AVENUE, TOPEKA, KS was established as a Bank Holding Company."
1050794,"1973-09-24","ISHAM MANAGEMENT COMPANY located at 134 NORTH MAIN, GORDON, NE was established as a Bank Holding Company."
1050806,"1973-11-01","PAYNE COUNTY BANCSHARES, INC. located at 202 S. MAIN STREET, PERKINS, OK was established as a Bank Holding Company."
1050851,"1973-12-10","FIRST WAGONER CORPORATION located at 111 CASAVER AVENUE, WAGONER, OK was established as a Bank Holding Company."
1050851,"2008-12-31","FIRST WAGONER CORPORATION moved to 111 SOUTH CASAVER AVENUE WAGONER, OK."
1050879,"1970-08-11","FINANCIAL ENTERPRISES, INC. located at CLINTON, MO was established as a Bank Holding Company."
1050879,"1990-01-01","FINANCIAL ENTERPRISES, INC. moved to JOPLIN, MO."
1050879,"1996-12-31","FINANCIAL ENTERPRISES, INC. moved to 2ND & JEFFERSON CLINTON, MO."
1050879,"2012-01-01","FINANCIAL ENTERPRISES, INC. moved to 107 SOUTH SECOND STREET CLINTON, MO."
1050909,"1969-01-20","CITIZENS BANCSHARES CO. located at CHILLICOTHE, MO was established as a Bank Holding Company."
1050909,"1990-12-31","CITIZENS BANCSHARES CO. moved to 515 WASHINGTON STREET CHILLICOTHE, MO."
1050909,"2013-05-20","CITIZENS BANCSHARES CO. moved to 7280 NW 87TH TERRACE, SUITE 300 KANSAS CITY, MO."
1051009,"1974-01-29","FIRST LAUREL SECURITY CO. located at LAUREL, NE was established as a Bank Holding Company."
1051009,"2000-04-26","FIRST LAUREL SECURITY CO. moved to 202 E. 2ND STREET LAUREL, NE and changed from Bank Holding Company to Financial Holding Company - Domestic."
1051054,"1974-04-01","S. & S. INVESTMENT COMPANY located at 111 MAIN STREET, ODELL, NE was established as a Bank Holding Company."
1051063,"1965-01-01","DUNMIRE AGENCY, INC., THE located at 201 SOUTH WEBSTER, SPRING HILL, KS was established as a Bank Holding Company."
1051072,"1969-10-15","FIRST CENTRAL NEBRASKA CO. located at 945 SOUTH D STREET, BROKEN BOW, NE was established as a Bank Holding Company."
1051081,"1968-06-29","HOFF INVESTMENT CORPORATION located at SIDNEY, NE was established as a Bank Holding Company."
1051081,"1990-10-30","HOFF INVESTMENT CORPORATION was renamed to FIRST NEBRASKA BANCS, INC.."
1051081,"2004-12-31","FIRST NEBRASKA BANCS, INC. moved to 809 ILLINOIS STREET SIDNEY, NE."
1051175,"1967-05-20","DEVONSHIRE INVESTMENT COMPANY located at BETHANY, OK was established as a Bank Holding Company."
1051175,"1997-09-16","DEVONSHIRE INVESTMENT COMPANY was renamed to FIRST BETHANY BANCORP, INC.."
1051175,"2000-10-19","FIRST BETHANY BANCORP, INC. moved to 6500 NW 39TH EXPRESSWAY BETHANY, OK and changed from Bank Holding Company to Financial Holding Company - Domestic."
1051193,"1965-01-18","FIRST NATIONAL FINANCIAL CORPORATION located at 255 PARK LANE, ESTES PARK, CO was established as a Bank Holding Company."
1051269,"1969-11-01","MID-AMERICA BANCSHARES, INC. located at 205 SOUTH SUMMIT, GIRARD, KS was established as a Bank Holding Company."
1051317,"1924-12-31","INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS located at 753 STATE AVENUE, SUITE 565, KANSAS CITY, KS was established as a Bank Holding Company."
1051353,"1970-06-01","BANKERS CAPITAL CORPORATION located at LUSK, WY was established as a Bank Holding Company."
1051353,"2005-02-01","BANKERS CAPITAL CORPORATION moved to 415 S MAIN LUSK, WY."
1051371,"1969-10-28","MEADER INSURANCE AGENCY, INC. located at WAVERLY, KS was established as a Bank Holding Company."
1051371,"2001-04-09","MEADER INSURANCE AGENCY, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1051371,"2002-10-28","MEADER INSURANCE AGENCY, INC. moved to 4TH & PEARSON WAVERLY, KS."
1051371,"2010-07-14","MEADER INSURANCE AGENCY, INC. moved to 305 PEARSON WAVERLY, KS and changed from Financial Holding Company - Domestic to Bank Holding Company."
1051380,"1959-12-31","KANSAS AGENCIES & INVESTMENTS, INC. located at KANSAS CITY, KS was established as a Domestic Entity Other."
1051380,"1970-12-31","KANSAS AGENCIES & INVESTMENTS, INC. moved to PRAIRIE VILLAGE, KS and changed from Domestic Entity Other to Bank Holding Company."
1051380,"1980-12-31","KANSAS AGENCIES & INVESTMENTS, INC. moved to 5620 WEST 85TH TERRACE OVERLAND PARK, KS."
1051380,"2000-07-15","KANSAS AGENCIES & INVESTMENTS, INC. moved to 10401 HOLMES RD., STE 222 KANSAS CITY, MO."
1051380,"2007-09-11","KANSAS AGENCIES & INVESTMENTS, INC. was renamed to GOPPERT FINANCIAL CORP.."
1051399,"1967-05-11","O & F CATTLE COMPANY located at 218 MAIN STREET, OSHKOSH, NE was established as a Bank Holding Company."
1051401,"1968-04-01","HOWARD COUNTY LAND AND CATTLE CO. located at 721 7TH STREET, SAINT PAUL, NE was established as a Bank Holding Company."
1051401,"2010-02-28","HOWARD COUNTY LAND AND CATTLE CO. moved to 132 EAST ILLINOIS SPEARFISH, SD."
1051401,"2012-01-15","HOWARD COUNTY LAND AND CATTLE CO. moved to 516 FIFTH STREET RAPID CITY, SD."
1051410,"1970-10-08","CUNNINGHAM AGENCY, INC. located at 103 SOUTH 5TH, MOUND CITY, KS was established as a Bank Holding Company."
1051429,"1967-08-04","COMMERCIAL INVESTMENT CO., INC. located at 200 NORTH MAIN STREET, AINSWORTH, NE was established as a Bank Holding Company."
1051465,"1969-09-30","CENTRAL SERVICE CORPORATION located at ENID, OK was established as a Bank Holding Company."
1051465,"1993-04-01","CENTRAL SERVICE CORPORATION moved to 324 WEST BROADWAY AVENUE ENID, OK."
1051504,"1960-06-23","G. S. BANCSHARES, INC. located at 924 MAIN, GOODLAND, KS was established as a Bank Holding Company."
1051625,"1968-09-27","FIRST NATIONAL AGENCY, INC. located at 118 NORTH MAIN STREET, CIMARRON, KS was established as a Bank Holding Company."
1051670,"1969-07-14","NAMYAW CORPORATION, INC. located at EMPORIA, KS was established as a Bank Holding Company."
1051670,"1983-12-31","NAMYAW CORPORATION, INC. moved to 801 MERCHANT STREET EMPORIA, KS."
1051698,"1970-04-09","WAUSA BANSHARES, INC. located at 519 EAST BROADWAY, WAUSA, NE was established as a Bank Holding Company."
1051906,"1967-12-01","BERCO, INC. located at 104 W WASHINGTON, BENNINGTON, KS was established as a Bank Holding Company."
1051906,"2002-01-01","BERCO, INC. moved to 2130 SOUTH OHIO SALINA, KS."
1051951,"1969-12-24","CROSSDALE, INC. located at 610 OREGON, HIAWATHA, KS was established as a Bank Holding Company."
1051979,"1961-10-07","WHITCORP FINANCIAL COMPANY located at LEOTI, KS was established as a Bank Holding Company."
1051979,"1995-12-31","WHITCORP FINANCIAL COMPANY moved to 104 SOUTH 2ND STREET LEOTI, KS."
1052220,"1969-10-06","AMERICAN BANCORPORATION, INC. located at SAPULPA, OK was established as a Bank Holding Company."
1052220,"2001-05-18","AMERICAN BANCORPORATION, INC. moved to 2 SOUTH MAIN STREET SAPULPA, OK and changed from Bank Holding Company to Financial Holding Company - Domestic."
1052293,"1970-08-10","HANSTON INSURANCE AGENCY, INC. located at 102 NORTH LOGAN, HANSTON, KS was established as a Bank Holding Company."
1052314,"1966-07-02","WOODSTOCK LAND AND CATTLE COMPANY located at LINCOLN, NE was established as a Bank Holding Company."
1052314,"1991-12-31","WOODSTOCK LAND AND CATTLE COMPANY moved to 406 BROADWAY STREET FULLERTON, NE."
1052350,"1970-05-14","FIRST FARM CREDIT CORPORATION located at CUSTER, OK was established as a Bank Holding Company."
1052350,"1995-01-03","FIRST FARM CREDIT CORPORATION moved to 720 E. MAIN STREET WEATHERFORD, OK."
1052387,"1965-05-13","LINDOE, INC. located at PUEBLO, CO was established as a Bank Holding Company."
1052387,"1979-12-31","LINDOE, INC. moved to 300 MAIN STREET ORDWAY, CO."
1052387,"2005-12-28","LINDOE, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1052387,"2010-03-25","LINDOE, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1052387,"2012-01-15","LINDOE, INC. moved to 301 MAIN STREET ORDWAY, CO."
1052846,"1970-06-08","BBJ INCORPORATED located at 1411 'M' STREET, ORD, NE was established as a Bank Holding Company."
1052949,"1970-04-10","CARLETON AGENCY, INC. located at 3RD & 'D' STREET, CARLETON, NE was established as a Bank Holding Company."
1052949,"2012-01-01","CARLETON AGENCY, INC. moved to 209 3RD STREET CARLETON, NE."
1052958,"1969-04-15","PARKER INSURANCE AGENCY, INCORPORATED located at CLEO SPRINGS, OK was established as a Bank Holding Company."
1052958,"1980-12-31","PARKER INSURANCE AGENCY, INCORPORATED was renamed to CLEO BANCSHARES INC. and moved to 2ND & TOWN SQUARE CLEO SPRINGS, OK."
1052958,"2012-01-01","CLEO BANCSHARES INC. moved to 202 SOUTH SQUARE CLEO SPRINGS, OK."
1053142,"1968-11-15","C L C ENTERPRISES, INC. located at 401 SOUTH MAIN STREET, NELSON, NE was established as a Bank Holding Company."
1053272,"1961-05-08","GREEN TOP, INC. located at PALMER, NE was established as a Bank Holding Company."
1053272,"1993-07-01","GREEN TOP, INC. was renamed to PINNACLE BANCORP, INC. and moved to CENTRAL CITY, NE."
1053272,"2000-03-13","PINNACLE BANCORP, INC. moved to 702 B AVENUE CENTRAL CITY, NE and changed from Bank Holding Company to Financial Holding Company - Domestic."
1053272,"2016-03-12","PINNACLE BANCORP, INC. moved to 18081 BURT STREET OMAHA, NE."
1053311,"1965-11-10","96 RANCHES, INC. located at GOTHENBURG, NE was established as a Bank Holding Company."
1053311,"2002-04-30","96 RANCHES, INC. was renamed to WILLIAMS FINANCIAL CORP.."
1053311,"2002-12-31","WILLIAMS FINANCIAL CORP. moved to 900 LAKE AVENUE GOTHENBURG, NE."
1053320,"1968-08-15","COZAD ELEVATORS, INC. located at COZAD, NE was established as a Bank Holding Company."
1053320,"1983-12-31","COZAD ELEVATORS, INC. was renamed to MIDWEST BANCO CORPORATION and moved to 747 MERIDIAN COZAD, NE."
1053339,"1961-07-01","COUNTRY AGENCIES & INVESTMENTS, INC. located at ODESSA, MO was established as a Bank Holding Company."
1053339,"1972-01-24","COUNTRY AGENCIES & INVESTMENTS, INC. moved to 301 WEST 40 HIGHWAY ODESSA, MO."
1053339,"2008-12-31","COUNTRY AGENCIES & INVESTMENTS, INC. moved to 301 WEST US 40 HIGHWAY ODESSA, MO."
1053357,"1968-09-01","FARM AND HOME INSURANCE AGENCY, INC. located at LYONS, NE was established as a Bank Holding Company."
1053357,"2002-10-28","FARM AND HOME INSURANCE AGENCY, INC. moved to 440 MAIN STREET LYONS, NE."
1053384,"1967-11-01","FIRST WAKEENEY AGENCY, INC. located at WAKEENEY, KS was established as a Bank Holding Company."
1053384,"1997-05-21","FIRST WAKEENEY AGENCY, INC. moved to GREAT BEND, KS."
1053384,"1998-09-30","FIRST WAKEENEY AGENCY, INC. was renamed to MIDWEST COMMUNITY BANCSHARES, INC. and moved to 2220 BROADWAY GREAT BEND, KS."
1053496,"1968-06-07","CCB CORPORATION located at KANSAS CITY, MO was established as a Bank Holding Company."
1053496,"2000-11-22","CCB CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1053496,"2005-02-07","CCB CORPORATION moved to 414 NICHOLS ROAD KANSAS CITY, MO."
1053496,"2006-02-28","CCB CORPORATION was renamed to CCB FINANCIAL CORPORATION."
1053496,"2013-11-12","CCB FINANCIAL CORPORATION moved to ONE WARD PARKWAY KANSAS CITY, MO."
1053526,"1969-01-14","H. PAT HENSON COMPANY, THE located at MAYSVILLE, OK was established as a Bank Holding Company."
1053526,"1975-07-01","H. PAT HENSON COMPANY, THE moved to 621 W. MAIN MAYSVILLE, OK."
1053580,"1964-05-01","FARMERS & MERCHANTS INVESTMENT, INC. located at 4243 PIONEER WOODS DRIVE, LINCOLN, NE was established as a Bank Holding Company."
1053777,"1970-04-16","OSAWATOMIE AGENCY, INC., THE located at OSAWATOMIE, KS was established as a Bank Holding Company."
1053777,"1991-12-31","OSAWATOMIE AGENCY, INC., THE moved to 601 MAIN OSAWATOMIE, KS."
1053870,"1970-05-26","FIRST KENESAW COMPANY located at 109 NORTH SMITH AVENUE, KENESAW, NE was established as a Bank Holding Company."
1053870,"2010-06-01","FIRST KENESAW COMPANY moved to 401 NORTH SMITH AVENUE KENESAW, NE."
1053973,"1969-04-15","DUROC INVESTMENT COMPANY located at MAIN STREET, TABLE ROCK, NE was established as a Bank Holding Company."
1054000,"1968-05-03","EXCHANGE BANKSHARES CORPORATION located at ATCHISON, KS was established as a Domestic Entity Other."
1054000,"1970-12-31","EXCHANGE BANKSHARES CORPORATION changed from Domestic Entity Other to Bank Holding Company."
1054000,"1990-05-30","EXCHANGE BANKSHARES CORPORATION was renamed to EXCHANGE BANKSHARES CORPORATION OF KANSAS and moved to 600 COMMERCIAL STREET ATCHISON, KS."
1054073,"1960-10-01","REPUBLIC CORPORATION, THE located at 5340 WESLAYAN STREET, HOUSTON, TX was established as a Bank Holding Company."
1054073,"2005-05-13","REPUBLIC CORPORATION, THE was renamed to REPUBLIC TRINIDAD CORPORATION."
1054091,"1964-01-16","BINGER AGENCY, INC., THE located at BINGER, OK was established as a Bank Holding Company."
1054091,"1997-09-01","BINGER AGENCY, INC., THE was renamed to MIDSTATE BANCORP, INC. and moved to HINTON, OK."
1054091,"2003-03-03","MIDSTATE BANCORP, INC. moved to 101 WEST MAIN HINTON, OK."
1054091,"2006-10-02","MIDSTATE BANCORP, INC. moved to 13859 QUAIL POINTE DRIVE OKLAHOMA CITY, OK."
1054514,"1960-05-31","BREN-MAR PROPERTIES, INC. located at COLUMBIA, MO was established as a Domestic Entity Other."
1054514,"1970-12-31","BREN-MAR PROPERTIES, INC. changed from Domestic Entity Other to Bank Holding Company."
1054514,"1996-04-02","BREN-MAR PROPERTIES, INC. was renamed to LANDRUM COMPANY."
1054514,"2002-06-30","LANDRUM COMPANY moved to 601 WEST NIFONG, BUILDING 6A P. O. BOX 1867 COLUMBIA, MO."
1054514,"2007-10-08","LANDRUM COMPANY moved to 801 EAST BROADWAY COLUMBIA, MO."
1054523,"1974-05-10","CONCORDIA BANC-MANAGEMENT, INC. located at 547 MAIN STREET, CONCORDIA, MO was established as a Bank Holding Company."
1054523,"2012-01-01","CONCORDIA BANC-MANAGEMENT, INC. moved to 547 SOUTH MAIN STREET CONCORDIA, MO."
1054550,"1974-05-01","FARMERS AND MERCHANTS BANCSHARES, INC. located at 116 S. GRAND, CRESCENT, OK was established as a Bank Holding Company."
1054550,"2011-10-24","FARMERS AND MERCHANTS BANCSHARES, INC. was renamed to F&M BANCSHARES, INC.."
1054729,"1974-11-07","LOCUST GROVE BANSHARES, INCORPORATED located at LOCUST GROVE, OK was established as a Bank Holding Company."
1054729,"1999-07-01","LOCUST GROVE BANSHARES, INCORPORATED moved to 310 E. GRAHAM LOCUST GROVE, OK."
1054765,"1967-12-22","NEBRASKA BANKSHARES, INC. located at 222 MAIN STREET, FARNAM, NE was established as a Bank Holding Company."
1054765,"2016-06-13","NEBRASKA BANKSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1054840,"1971-11-01","MIDLAND FINANCIAL CORPORATION located at 300 COUNTRY CLUB ROAD, CASPER, WY was established as a Bank Holding Company."
1054859,"1968-04-15","PLATTE VALLEY CATTLE COMPANY located at RAVENNA, NE was established as a Bank Holding Company."
1054859,"1995-01-01","PLATTE VALLEY CATTLE COMPANY moved to 1410 GRAND AVE GRAND ISLAND, NE."
1054895,"1970-12-31","SWANTON AGENCY, INC. located at SWANTON, NE was established as a Bank Holding Company."
1054895,"1983-01-11","SWANTON AGENCY, INC. moved to 105 MAIN STREET SWANTON, NE."
1055007,"1975-09-23","GREATER METRO BANK HOLDING COMPANY located at AURORA, CO was established as a Bank Holding Company."
1055007,"1997-01-24","GREATER METRO BANK HOLDING COMPANY was renamed to CITYWIDE BANKS, INC.."
